sensor,date,date_unix,pm2.5,pm1,pm10,bin_00,bin_01,bin_01_mtof,bin_02,bin_03,bin_03_mtof,bin_04,bin_05,bin_05_mtof,bin_06,bin_07,bin_07_mtof,bin_08,bin_09,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,checksum,pressure,sampling_period,sfr,temperature
OPC-N2 176180213,2017-12-20 09:52:42.763489 UTC,1513763562.763489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,25.168895721435547,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:44.001085 UTC,1513763564.001085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.9974613189697266,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:45.000832 UTC,1513763565.000832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7561600208282471,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:46.000921 UTC,1513763566.000921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7576320171356201,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:47.000927 UTC,1513763567.000927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7563093304634094,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:48.000787 UTC,1513763568.000787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7593813538551331,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:49.000932 UTC,1513763569.000932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.762112021446228,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:50.000855 UTC,1513763570.000855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7609813213348389,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:51.000923 UTC,1513763571.000923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7613653540611267,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:52.000924 UTC,1513763572.000924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7603200078010559,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:53.000827 UTC,1513763573.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7544533610343933,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:54.000851 UTC,1513763574.000851,0.7543891668319702,0.7334519624710083,0.7544024586677551,2.0197134626330806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,0.7627519965171814,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:55.000920 UTC,1513763575.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7620266675949097,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:56.000909 UTC,1513763576.000909,0.37948718667030334,0.36895492672920227,0.3794938921928406,1.015994608725164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.7581440210342407,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:57.000555 UTC,1513763577.000555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7601919770240784,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:58.000922 UTC,1513763578.000922,0.3761635422706604,0.36572352051734924,0.37617015838623047,1.0070962945040558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.764842689037323,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:52:59.000782 UTC,1513763579.000782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7618560194969177,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:53:00.000775 UTC,1513763580.000775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7655253410339355,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:53:01.000804 UTC,1513763581.000804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7649706602096558,1.2982456684112549,
OPC-N2 176180213,2017-12-20 09:53:02.000778 UTC,1513763582.000778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7638826370239258,1.2982456684112549,

